	alpha1	alpha2	specular1	eta2	k2	bsdf1	bsdf2
665	0.410588235294	0.347297387417	0.145517241379	0.107255221678	-100	Mitsuba-Ward	Mitsuba-Pbr-AS
666	0.120882352941	0.118732960943	0.0296551724138	0.0287241918701	-100	Mitsuba-Ward	Mitsuba-Pbr-AS
667	0.265735294118	0.24541057248	0.193793103448	0.167877606051	-100	Mitsuba-Ward	Mitsuba-Pbr-AS
668	0.468529411765	0.381168622621	0.068275862069	0.046817365979	-100	Mitsuba-Ward	Mitsuba-Pbr-AS
669	0.787205882353	0.51479080629	0.0489655172414	0.0222026367585	-100	Mitsuba-Ward	Mitsuba-Pbr-AS
670	0.410588235294	0.347297325804	0.0296551724138	0.0218581612032	-100	Mitsuba-Ward	Mitsuba-Pbr-AS
671	0.555441176471	0.425584303797	0.145517241379	0.0892036253154	-100	Mitsuba-Ward	Mitsuba-Pbr-AS
672	0.410588235294	0.34729742318	0.0779310344828	0.0574400099292	-100	Mitsuba-Ward	Mitsuba-Pbr-AS
673	0.381617647059	0.328936374983	0.068275862069	0.0521085577893	-100	Mitsuba-Ward	Mitsuba-Pbr-AS
674	0.468529411765	0.381168616877	0.0586206896552	0.0401966578094	-100	Mitsuba-Ward	Mitsuba-Pbr-AS
675	0.671323529412	0.474782219629	0.174482758621	0.0919152018766	-100	Mitsuba-Ward	Mitsuba-Pbr-AS
676	0.323676470588	0.28922548276	0.155172413793	0.126549162431	-100	Mitsuba-Ward	Mitsuba-Pbr-AS
677	0.294705882353	0.267835289117	0.0489655172414	0.0411924636556	-100	Mitsuba-Ward	Mitsuba-Pbr-AS
678	0.787205882353	0.514790592632	0.02	0.00906883263599	-100	Mitsuba-Ward	Mitsuba-Pbr-AS
679	0.613382352941	0.451481125987	0.193793103448	0.110129433145	-100	Mitsuba-Ward	Mitsuba-Pbr-AS
680	0.236764705882	0.221959240769	0.068275862069	0.0607840372163	-100	Mitsuba-Ward	Mitsuba-Pbr-AS
681	0.700294117647	0.485556018371	0.106896551724	0.0542242129723	-100	Mitsuba-Ward	Mitsuba-Pbr-AS
682	0.236764705882	0.221959236739	0.184137931034	0.163932716568	-100	Mitsuba-Ward	Mitsuba-Pbr-AS
683	0.0919117647059	0.0909512111634	0.193793103448	0.190258827979	-100	Mitsuba-Ward	Mitsuba-Pbr-AS
684	0.642352941176	0.463436364259	0.068275862069	0.0373555807585	-100	Mitsuba-Ward	Mitsuba-Pbr-AS
685	0.207794117647	0.197506549285	0.0586206896552	0.0535134890498	-100	Mitsuba-Ward	Mitsuba-Pbr-AS
686	0.961029411765	0.562056333345	0.232413793103	0.084877055079	-100	Mitsuba-Ward	Mitsuba-Pbr-AS
687	0.323676470588	0.289225478114	0.0972413793103	0.0793043651022	-100	Mitsuba-Ward	Mitsuba-Pbr-AS
688	0.352647058824	0.309587069899	0.193793103448	0.152987480107	-100	Mitsuba-Ward	Mitsuba-Pbr-AS
689	0.439558823529	0.364698294978	0.155172413793	0.110355718533	-100	Mitsuba-Ward	Mitsuba-Pbr-AS
